College_ID,Rank,University_name,Year,CS_Overall_Score,CS_Academic_Reputation,CS_Employer_Reputation,CS_Citations_Per_Paper,CS__Index_Citations,CS_International_Research,Location,Country
274,301-350,Birla Institute of Technology and Science Pilani,2023,57.98,48.8,65.1,69.3,61,45.7, Pilani,
275,301-350,Budapest University of Technology and Economics,2023,63.34,47.8,64.7,67.1,60.6,76.5, Budapest ,
276,301-350,Chandigarh University,2023,55.88,41.5,78.9,62.1,56.4,40.5, Mohali ,
277,301-350,Dartmouth College,2023,59.18,47.9,61.4,78,67.1,41.5, Hanover ,
278,301-350,Durham University,2023,61.9,43.2,67.2,74.1,63.6,61.4, Durham ,
279,301-350,Duy Tan University,2023,65.88,46.8,55.4,78.7,66.2,82.3, Da Nang ,
280,301-350,Eberhard Karls Universität Tübingen,2023,61.78,52.8,51.6,84.5,65.9,54.1, Tübingen ,
281,301-350,George Washington University,2023,60,47.9,59.7,79.2,64.2,49, Ashburn ,
282,301-350,Koç University,2023,58.36,48.6,67,68,58.6,49.6, Istanbul ,
283,301-350,McMaster University,2023,61.94,43.2,65.8,78.4,65.5,56.8, Hamilton ,
284,301-350,Nagoya University,2023,61.36,49,65.5,67.4,60.2,64.7, Nagoya ,
285,301-350,National Research Nuclear University MEPhI (Moscow Engineering Physics Institute),2023,54.84,52,73.8,58.3,50.4,39.7, Moscow ,
286,301-350,National Research Tomsk Polytechnic University,2023,58.7,55.4,64.4,56.3,51.1,66.3, Tomsk ,
287,301-350,Novosibirsk State University,2023,50.88,59.3,74.9,48.7,39.7,31.8, Novosibirsk  ,
288,301-350,Oxford Brookes University,2023,53.22,53,72.3,54.5,47.9,38.4, Oxford ,
289,301-350,Peter the Great St. Petersburg Polytechnic University,2023,58.64,50.5,70.7,64.1,52.2,55.7, St. Petersburg ,
290,301-350,Renmin (People's) University of China,2023,58.56,42,68.4,80.3,68.5,33.6, Beijing ,
291,301-350,Shanghai University,2023,61.04,46.8,60.7,73.2,74.3,50.2, Shanghai ,
292,301-350,Sharif University of Technology,2023,62.02,48.7,54,80,75.4,52, Tehran ,
293,301-350,Southeast University,2023,65.24,49.6,43.3,79,85.4,68.9, Nanjing ,
294,301-350,Stockholm University,2023,60.34,55.5,56.8,72.5,60.6,56.3, Stockholm ,
295,301-350,Stony Brook University State University of New York,2023,62.5,51.6,50,82.8,75.2,52.9, Stony Brook,
296,301-350,Swinburne University of Technology,2023,65.44,44.6,55.3,83.2,75.8,68.3, Melbourne ,
297,301-350,TU Dortmund University,2023,62.66,51,50.9,75.3,67.9,68.2, Dortmund ,
298,301-350,Taylor's University,2023,54.54,52.2,63.9,64.2,54.9,37.5, Subang Jaya ,
299,301-350,Ulsan National Institute of Science and Technology (UNIST),2023,54.72,53.5,55.9,74.3,65.5,24.4, nullSouth Korea,
300,301-350,Universidade Federal do Rio Grande Do Sul ,2023,60.64,58.4,51.2,70.2,62.5,60.9, Porto Alegre ,
301,301-350,Universiti Putra Malaysia (UPM),2023,60.7,53.9,59.8,67.5,61,61.3, Seri Kembangan ,
302,301-350,University of Bern,2023,61.46,50.3,55.3,78,66.5,57.2, Bern ,
303,301-350,University of Central Florida,2023,66.5,41,58.2,79.9,75.2,78.2, Orlando ,
304,301-350,University of Delhi,2023,57.66,48.1,66.5,69.8,61,42.9, New Delhi ,
305,301-350,University of Electronic Science and Technology of China,2023,65.92,54,39.5,78.5,87.3,70.3, Chengdu ,
306,301-350,University of Luxembourg,2023,66.22,52.8,44.6,82.4,76.2,75.1, Luxembourg ,
307,301-350,University of Naples - Federico II,2023,64.36,45.7,58.3,78,71.6,68.2, Naples ,
308,301-350,University of Notre Dame,2023,63.22,42.3,61,83.9,73.7,55.2, Notre Dame ,
309,301-350,University of Oulu,2023,66.78,47.1,47.6,85.7,76.2,77.3, Oulu ,
310,301-350,"University of Rome ""Tor Vergata""",2023,62.68,49.2,57.6,74.6,65.5,66.5, Rome ,
311,301-350,University of Tartu,2023,63.86,50.5,56.6,72.3,63.6,76.3, Tartu ,
312,301-350,University of Turin,2023,60.62,52,53,77.2,69.3,51.6, Turin ,
313,301-350,University of Utah,2023,63.04,50.1,48.6,81.8,72.1,62.6, Salt Lake City ,
314,301-350,Universität Stuttgart,2023,63.64,48.5,55.8,75,74.5,64.4, Stuttgart ,
315,301-350,Université Paris 1 Panthéon-Sorbonne ,2023,50.82,58.1,74.5,46,39.7,35.8, Paris ,
316,301-350,Université Paul Sabatier Toulouse III,2023,63.74,57.1,46,72.6,61.8,81.2, Toulouse ,
317,301-350,Université Paris Cité,2023,66.44,49.4,54.4,75.1,69.6,83.7, Paris ,
318,301-350,Vrije Universiteit Brussel (VUB),2023,65.86,52.4,52.7,76.9,67.6,79.7, Brussels ,
319,301-350,Western University,2023,62.34,41.1,69.8,78.8,67.4,54.6, London ,
320,351-400,Ain Shams University in Cairo (ASU Cairo),2023,56.04,45,66.5,67.5,59,42.2, Cairo,
321,351-400,Ajou University ,2023,55.58,50.6,57.3,71.9,60.6,37.5, Suwon ,
322,351-400,American University of the Middle East,2023,49.96,62.1,62.4,44.2,40.6,40.5, Egaila ,
323,351-400,Anna University,2023,63.02,42.8,60.5,65.2,76.7,69.9, Chennai ,
324,351-400,Beijing Normal University ,2023,60.12,49.3,53.2,73.3,66.5,58.3, Beijing ,
325,351-400,Bina Nusantara University (BINUS),2023,53.8,52.8,58,63.8,60.6,33.8, Jakarta ,
326,351-400,Brno University of Technology,2023,61.42,50.6,52,68.2,62.5,73.8, Brno ,
327,351-400,City University of New York,2023,60.72,41.7,64.4,76,65.2,56.3, New York City ,
328,351-400,City University of London,2023,60.62,43.9,60.2,73,63.9,62.1, London,
329,351-400,Curtin University,2023,65.58,38.4,59.4,79,67.4,83.7, Perth ,
330,351-400,Dalhousie University,2023,59.2,43.5,62.7,73.3,60.6,55.9, Halifax ,
331,351-400,Essex University of,2023,63.92,47.2,50.4,79.2,66.5,76.3, Colchester,
332,351-400,Florida State University,2023,60.7,41.9,60.1,77.7,67.9,55.9, Tallahassee ,
333,351-400,Friedrich-Alexander-Universität Erlangen-Nürnberg,2023,63.44,46.5,51.8,75.8,72.3,70.8, Erlangen ,
334,351-400,Gadjah Mada University,2023,51.88,52.2,69.3,59.6,49.2,29.1, Yogyakarta ,
335,351-400,Georgia State University,2023,60.14,44.5,57.3,79.8,67.9,51.2, Atlanta ,
336,351-400,Griffith University,2023,66.2,41.4,49.7,91.2,78.1,70.6, Nathan ,
337,351-400,Heriot-Watt University,2023,62.24,40.3,61,79.3,64.2,66.4, Edinburgh ,
338,351-400,Hunan University ,2023,62.94,39.1,58.7,80.6,78.8,57.5, Changsha ,
339,351-400,Illinois Institute of Technology,2023,60.36,45.9,50.5,85.7,76.9,42.8, Chicago ,
340,351-400,Indian Statistical Institute,2023,60.22,52.6,48.6,76.1,65.2,58.6, Kolkata BangaloreIndia,
341,351-400,Iowa State University,2023,64.76,42.1,55.2,81.3,74.9,70.3, Ames ,
342,351-400,La Trobe University,2023,62.14,43.9,57.8,77.9,66.2,64.9, Melbourne ,
343,351-400,Lahore University of Management Sciences (LUMS),2023,51.88,54.9,68.2,52.9,47.2,36.2, Lahore ,
344,351-400,"National Technical University of Ukraine ""Igor Sikorsky Kyiv Polytechnic Institute""",2023,50.12,52.5,70.4,49.9,47.2,30.6, Kyiv ,
345,351-400,National University of Computer and Emerging Sciences,2023,54.8,50.6,62.9,63.9,58.2,38.4, Islamabad ,
346,351-400,Quaid-i-Azam University,2023,57,50.7,56.5,72.7,61,44.1, Islamabad ,
347,351-400,Sabanci University,2023,55.72,47.2,66.1,66.4,55.4,43.5, Istanbul ,
348,351-400,University of Exeter,2023,62.9,36.4,62.1,86.2,73.9,55.9, Exeter ,
349,351-400,The University of Newcastle Australia (UON),2023,64.6,40.6,56.7,85.4,73,67.3, Callaghan,
350,351-400,UNESP,2023,55.42,44.1,68.6,72.2,64.2,28, Sao Paulo ,
351,351-400,USI - Università della Svizzera italiana,2023,63.5,50.3,40.4,89.5,74.3,63, Lugano ,
352,351-400,Universidad Técnica Federico Santa María (USM),2023,57.96,47.8,61.8,66.6,57.7,55.9, Valparaíso ,
353,351-400,University at Buffalo SUNY,2023,60.98,45.4,52.8,81.7,74.5,50.5, Buffalo ,
354,351-400,University of Antwerp,2023,61.18,49.3,51.8,76.4,62.9,65.5, Antwerp ,
355,351-400,University of Bath,2023,61.48,37,66.2,80.7,66.8,56.7, Bath ,
356,351-400,University of Bergen,2023,61.18,54.5,46.8,75.7,63.9,65, Bergen ,
357,351-400,University of California Santa Cruz,2023,62.62,46,52.1,82.5,69.8,62.7, Santa Cruz,
358,351-400,University of Canterbury | Te Whare Wānanga o Waitaha,2023,56.08,48.5,60.1,68.5,61.4,41.9, Christchurch ,
359,351-400,University of Cape Town,2023,60.58,46.6,61.5,69.2,56.8,68.8, Cape Town ,
360,351-400,University of Colorado Boulder,2023,61.86,41.6,57.9,78.3,72.5,59, Boulder ,
361,351-400,University of Kent,2023,59.32,46.1,56.9,77.3,65.9,50.4, Paris ,
362,351-400,University of Limerick,2023,59.24,45.9,61.2,69.7,62.5,56.9, Limerick ,
363,351-400,University of St Andrews,2023,54.76,49.5,64.8,59.9,53.3,46.3, St. Andrews ,
364,351-400,University of Strathclyde,2023,62.5,42.8,59.9,76.2,69,64.6, Glasgow ,
365,351-400,University of Tehran,2023,64.2,46.3,48.5,79.1,76,71.1, Tehran ,
366,351-400,University of Waikato,2023,57.12,55.1,51.8,81.9,53.9,42.9, Hamilton  ,
367,351-400,Vanderbilt University,2023,60.7,44.8,55.8,81.2,67.4,54.3, Nashville ,
368,351-400,Washington State University,2023,62.08,40.8,59.8,85,74.1,50.7, Pullman ,
369,351-400,Washington University in St. Louis,2023,59.36,46.1,55,82.5,70.1,43.1, St. Louis ,
370,351-400,Zayed University,2023,57.42,50.7,58.7,63.7,57.7,56.3, Abu Dhabi,
371,401-450,American University of Sharjah,2023,51.06,46.5,70,57.5,49.8,31.5, Sharjah ,
372,401-450,Athens University of Economics and Business,2023,55.5,46.9,58.5,69.8,63.9,38.4, Athens ,
373,401-450,Auckland University of Technology (AUT),2023,59.26,46.7,52.4,73.1,61.8,62.3, Auckland ,
374,401-450,Babes-Bolyai University,2023,54.92,47.8,62.2,62,52.2,50.4, Cluj-Napoca ,
375,401-450,Bangladesh University of Engineering and Technology,2023,51.56,50.5,61,68.8,56.8,20.7, Dhaka ,
376,401-450,Beijing University of Posts and Telecommunications,2023,60.98,52.9,38.6,75.4,83.2,54.8, Beijing ,
377,401-450,Ben-Gurion University of The Negev,2023,60.2,47.6,48.4,78.6,71.6,54.8, Be'er Sheva ,
378,401-450,Chulalongkorn University,2023,52.68,50.7,63.3,63.5,54.4,31.5, Bangkok ,
379,401-450,Cranfield University,2023,60.52,35.8,64.8,80.7,64.2,57.1, Bedford ,
380,401-450,Florida International University,2023,62.12,38.4,57.5,80.2,70.1,64.4, Miami ,
381,401-450,George Mason University,2023,59.02,48.4,48,79.1,69.3,50.3, Fairfax ,
382,401-450,Goethe-University Frankfurt am Main,2023,58.36,48.1,56.5,73.6,60.6,53, Frankfurt ,
383,401-450,Gwangju Institute of Science and Technology (GIST),2023,55.46,53.7,52,71.1,54.9,45.6, Gwangju ,
384,401-450,Hamad bin Khalifa University,2023,62.86,47.7,41.2,86.5,70.1,68.8, Doha ,
385,401-450,Japan Advanced Institute of Science and Technology,2023,55.56,52.9,52.9,62.4,53.9,55.7, Nomi City ,
386,401-450,Johannes Kepler University Linz,2023,64.02,53.1,39.7,77,66.2,84.1, Linz ,
387,401-450,Kyungpook National University,2023,56.98,45.3,54.3,77.1,68.2,40, Daegu ,
388,401-450,Leibniz University Hannover,2023,62.7,44.6,56.3,72.5,64.6,75.5, Hanover ,
389,401-450,Maastricht University ,2023,56.9,47,60.3,66.7,56.4,54.1, Maastricht ,
390,401-450,University of Gothenburg,2023,60.8,49.4,50.3,73,63.2,68.1, Gothenburg ,
391,401-450,University of Jyväskylä,2023,60.24,49.7,47.8,73.5,62.5,67.7, Jyväskylä ,
392,401-450,University of Ljubljana,2023,62.2,47.2,47,78.4,66.5,71.9, Ljubljana ,
393,401-450,University of Milano-Bicocca ,2023,60.94,44.1,54.1,79.1,68.2,59.2, Milan ,
394,401-450,University of Patras,2023,60.24,45.5,56.5,74.5,65.9,58.8, Patras ,
395,401-450,University of Science and Technology Beijing,2023,61.78,47,46.7,78.8,75.2,61.2, Beijing ,
396,401-450,University of Tsukuba,2023,57.16,48.3,58.6,65.3,61.8,51.8, Tsukuba City ,
397,401-450,Bocconi University,2023,48.08,49.4,78.2,45.4,40.6,26.8, Milan ,
398,401-450,Université Laval,2023,56.46,44.4,58,79.1,61.4,39.4, Québec ,
399,401-450,Université de Lille,2023,63.9,47.5,45.2,75.8,71.8,79.2, Lille ,
400,401-450,Université de Montpellier,2023,65.92,46,45.4,77.8,70.9,89.5, Montpellier ,
401,401-450,Université de Technologie de Compiègne (UTC),2023,59.98,41.5,62.9,73.3,62.2,60, Compiègne ,
402,401-450,Ural Federal University - UrFU,2023,56.12,45.4,70.3,50.9,47.9,66.1, Ekaterinburg ,
403,401-450,Weizmann Institute of Science,2023,58.02,53,40.9,81.5,73.4,41.3, Rehovot ,
404,401-450,Xiamen University,2023,60.52,39.7,57.7,82.6,78.9,43.7, Xiamen ,
405,451-500,Al Ain University,2023,49.98,59.9,57.3,41.1,44.1,47.5, Al Ain,
406,451-500,Amity University,2023,57.7,44.9,52.9,62.3,64.6,63.8, Noida ,
407,451-500,Beijing University of Technology,2023,57.02,42.1,54.3,69.5,68.8,50.4, Beijing ,
408,451-500,Beirut Arab University ,2023,49.64,56.7,58.9,46.6,42.4,43.6, Beirut ,
409,451-500,Ca' Foscari University of Venice ,2023,53.56,46.9,56.9,68.1,55.9,40, Venice ,
410,451-500,Case Western Reserve University,2023,56.92,42.9,56.8,78.6,63.2,43.1, Cleveland ,
411,451-500,Chung-Ang University (CAU),2023,55.38,45.2,58.4,73.8,59,40.5, Seoul ,
412,451-500,Drexel University,2023,57.62,45.1,51.6,78.3,67.4,45.7, Philadelphia ,
413,451-500,EURECOM,2023,57.52,49.8,42.2,77.8,65.5,52.3, Sophia Antipolis ,
414,451-500,Eötvös Loránd University,2023,53.74,50.4,59.2,57.5,50.4,51.2, Budapest ,
415,451-500,Georgetown University,2023,52.06,42.4,65.5,64.2,54.4,33.8, Washington D.C. ,
416,451-500,Hacettepe University ,2023,56.12,44.2,58.4,68.8,59.8,49.4, Ankara ,
417,451-500,Hanoi University of Science and Technology,2023,59.64,43.1,54.1,70.7,61.4,68.9, Hanoi ,
418,451-500,Hokkaido University,2023,54.12,45,63.3,64.2,57.3,40.8, Sapporo ,
419,451-500,Indian Institute of Technology Indore,2023,55.38,45.1,55.2,69.2,61.4,46, Indore ,
420,451-500,Indraprastha Institute of Information Technology Delhi,2023,54.2,49.7,49.6,73.5,63.6,34.6, New Delhi,
421,451-500,Institut Teknologi Sepuluh Nopember (ITS Surabaya),2023,50.58,50.8,61.8,58.5,52.2,29.6, Surabaya ,
422,451-500,International Institute of Information Technology - Hyderabad (IIIT-H),2023,58.72,43.3,49.2,78.7,68.5,53.9, nullIndia,
423,451-500,Kharkiv National University of Radio Electronics,2023,50.46,47.3,69.5,51.1,46.4,38, Kharkiv ,
424,451-500,Lulea University,2023,63.18,39.2,47.5,83.4,69.8,76, Luleå ,
425,451-500,Lviv Polytechnic National University,2023,53.28,45,59.9,67.4,62.2,31.9, Lviv ,
426,451-500,Masaryk University,2023,56.92,49.4,50.6,69,56.8,58.8, Brno ,
427,451-500,Multimedia University (MMU),2023,54.82,48.7,54.6,64.7,55.9,50.2, Cyberjaya ,
428,451-500,Northumbria University at Newcastle,2023,63.48,38.2,54.3,81.3,71.1,72.5, Newcastle upon Tyne ,
429,451-500,Rochester Institute of Technology (RIT),2023,58.34,42.1,54.1,76.3,67.1,52.1, Rochester ,
430,451-500,Royal Holloway University of London,2023,57.76,48,52.6,70.6,60.2,57.4, Egham ,
431,451-500,SRM Institute of Science and Technology,2023,53.72,42.2,64.8,57.8,57.7,46.1, Chennai ,
432,451-500,Tallinn University of Technology (TalTech),2023,58.18,49.8,48.3,63.5,54.4,74.9, Tallinn ,
433,451-500,Taras Shevchenko National University of Kyiv,2023,48.88,50.6,66.2,49,42.4,36.2, Kyiv ,
434,451-500,Temple University,2023,59.58,44.4,44.6,85.5,72.8,50.6, Philadelphia ,
435,451-500,Thapar Institute of Engineering &amp; Technology,2023,61.48,39.6,49,85.2,78.2,55.4, Patiala ,
436,451-500,Tongji University,2023,60.54,43.8,48.4,77.2,77.7,55.6, Shanghai ,
437,451-500,Universidad de Santiago de Chile (USACH),2023,51.04,46.1,68,53.3,43.3,44.5, Santiago ,
438,451-500,Universidade Federal de Pernambuco (UFPE) ,2023,52.98,53.3,45.9,70.8,61,33.9, Recife ,
439,451-500,University of California Riverside,2023,60.8,39.6,52,85.4,74.7,52.3, Riverside,
440,451-500,University of Crete,2023,54.6,50.1,50.9,64.9,59.8,47.3, Heraklion ,
441,451-500,University of Florence,2023,59.5,44.7,50.2,75.2,69.6,57.8, Florence ,
442,451-500,University of Houston,2023,61.96,37.9,53.7,79.3,72.3,66.6, Houston ,
443,451-500,University of Leicester,2023,61.86,42.8,51.1,76.6,65.9,72.9, Leicester ,
444,451-500,University of Manitoba,2023,59.14,38.6,60,79.1,64.2,53.8, Winnipeg ,
445,451-500,University of Otago,2023,53.04,47.5,59.2,62.1,52.8,43.6, Dunedin ,
446,451-500,University of Saskatchewan,2023,56.98,40.6,54.4,78.7,66.5,44.7, Saskatoon ,
447,451-500,University of Sharjah,2023,57.14,43.1,59.7,67.4,58.6,56.9, Sharjah ,
448,451-500,University of South Florida,2023,59.86,40.8,52.5,77.2,65.2,63.6, Tampa ,
449,451-500,University of Southern Denmark (SDU),2023,59.68,42.3,51,76.4,62.9,65.8, Odense ,
450,451-500,University of the Punjab,2023,53.86,47,60.8,61.4,52.8,47.3, Lahore ,
451,451-500,Université Claude Bernard Lyon 1,2023,64.96,43.5,44.7,72.9,69.3,94.4, Villeurbanne ,
452,451-500,Université Côte d'Azur,2023,63.44,49.4,40.6,75.8,70.1,81.3, Nice ,
453,451-500,Victoria University ,2023,57.9,43.8,48.5,80.4,68.5,48.3, Melbourne ,
454,451-500,Viet Nam National University Ho Chi Minh City (VNU-HCM),2023,57.72,43,56,68.9,64.2,56.5, Ho Chi Minh City ,
455,451-500,Wroclaw University of Science and Technology (WRUST),2023,58.56,48.4,51.2,68.1,60.6,64.5, Wroclaw  ,
456,451-500,Xidian University,2023,62.96,48.8,36.6,78.4,84.4,66.6, Xi'an ,
457,451-500,École Nationale Supérieure des Mines de Saint-Etienne (EMSE),2023,56.96,45.6,58.7,62,54.4,64.1, Saint-Étienne ,
458,501-550,AGH University of Science and Technology,2023,57.5,45.4,49.8,65.8,62.5,64, Krakow ,
459,501-550,Aix-Marseille University,2023,58.72,45.9,46.7,68.4,61.4,71.2, Marseille ,
460,501-550,Ajman University,2023,44.46,56.9,64.7,34.2,38.7,27.8, Ajman ,
461,501-550,Al-Farabi Kazakh National University,2023,43.78,57.9,60.3,39,37.6,24.1, Almaty ,
462,501-550,Amirkabir University of Technology,2023,63.22,39.8,43.6,78.2,71.6,82.9, Tehran ,
463,501-550,Catania University,2023,57.44,44.4,45.1,76.6,65.2,55.9, Catania ,
464,501-550,Escuela Superior Politécnica del Litoral (ESPOL),2023,51.78,45.8,61.4,53,47.9,50.8, Guayaquil ,
465,501-550,Hong Kong Baptist University,2023,54.42,46,42.2,83.9,71.8,28.2, Hong Kong ,
466,501-550,Jagiellonian University,2023,52.66,49.5,52.6,65.7,54.4,41.1, Krakow ,
467,501-550,Jawaharlal Nehru University,2023,52.14,43.3,59.2,64.4,57.3,36.5, New Delhi ,
468,501-550,Kazan (Volga region) Federal University,2023,53.46,46.5,58.7,55.5,46.4,60.2, Kazan ,
469,501-550,Lebanese American University,2023,48.68,45.2,67.6,51,48.5,31.1, Byblos ,
470,501-550,Mahidol University,2023,50.62,45.1,58.9,61,52.2,35.9, Nakhon Pathom ,
471,501-550,Middlesex University,2023,62,38.6,49.8,76.9,68.5,76.2, London ,
472,501-550,Nara Institute of Science and Technology ,2023,59.54,50.3,36.3,76.2,67.1,67.8, Nara City ,
473,501-550,National Central University,2023,51.96,44.4,58.6,69.8,59,28, Taoyuan City ,
474,501-550,National Taiwan Normal University,2023,49.42,48.5,55.5,69.8,55.4,17.9, Taipei City ,
475,501-550,Pontificia Universidad Catolica del Peru,2023,47.44,50.7,67.8,46.3,36.5,35.9, Lima ,
476,501-550,Ritsumeikan University,2023,54.48,44.3,58.2,68.7,53.3,47.9, Kyoto ,
477,501-550,Shenzhen University,2023,61,44.8,34.6,80.5,81.1,64, Shenzhen ,
478,501-550,Sichuan University,2023,60.64,33.9,51.8,80.4,79.1,58, Chengdu ,
479,501-550,Skolkovo Institute of Science and Technology Skoltech,2023,55.78,42,52.4,80.7,62.9,40.9, falseFALSE,
480,501-550,South China University of Technology,2023,59.14,45.6,36.3,79.5,81.9,52.4, Guangzhou ,
481,501-550,Sultan Qaboos University,2023,53.74,45.8,54.4,60,54.9,53.6, Muscat ,
482,501-550,Syracuse University,2023,53.5,42.2,51.5,78.8,65.9,29.1, Syracuse ,
483,501-550,Technische Universität Braunschweig,2023,60.82,38.7,52.2,75.1,67.6,70.5, Braunschweig ,
484,501-550,The American University in Cairo,2023,46.08,48.2,71.5,43.1,36.5,31.1, Cairo ,
485,501-550,The Open University,2023,56.54,47.8,45.1,72.5,62.5,54.8, Milton Keynes ,
486,501-550,The University of Alabama,2023,52.74,39.7,58.7,72.5,62.2,30.6, Tuscaloosa ,
487,501-550,Universidad de Guadalajara (UDG),2023,54.18,42.5,59.4,61.4,54.4,53.2, Guadalajara ,
488,501-550,Universidade Federal de Santa Catarina ,2023,56.94,41.2,55.4,66.2,58.2,63.7, Florianópolis ,
489,501-550,Universitat de Valencia,2023,57.44,44,50.9,71,57.7,63.6, València ,
490,501-550,University of Genoa,2023,59.28,46.5,43.9,74.5,67.9,63.6, Genoa ,
491,501-550,University of Göttingen,2023,59.9,41.5,48.4,77.9,64.9,66.8, Göttingen ,
492,501-550,University of Maryland Baltimore County,2023,54.66,44.9,48.4,77,64.2,38.8, Baltimore,
493,501-550,University of New Brunswick,2023,55.36,37.4,59.1,72.7,61.4,46.2, Fredericton ,
494,501-550,University of Petroleum and Energy Studies (UPES),2023,48.26,54,51.9,56.5,50.4,28.5, Dehradun ,
495,501-550,University of Pretoria,2023,60.7,34.5,58.9,74.1,61.4,74.6, Pretoria ,
496,501-550,University of South Carolina,2023,54.56,41.5,51.7,78.4,65.5,35.7, Columbia ,
497,501-550,University of Sussex,2023,59.26,41.1,50.8,75.2,62.2,67, Brighton ,
498,501-550,Universität Bremen,2023,59.32,46,42.7,71.1,66.2,70.6, Bremen ,
